Var1,name,gp,min,pts,fgm,fga,fg,x3p_made,x3pa,x3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
156,Michael Smith,65.0,9.5,5.0,2.1,4.4,47.6,0.0,0.4,7.1,0.8,1.0,82.8,0.6,0.9,1.5,1.2,0.1,0.0,0.8,no
157,Michael Smith,65.0,9.5,5.0,2.1,4.4,47.6,0.0,0.4,7.1,0.8,1.0,82.8,0.6,0.9,1.5,1.2,0.1,0.0,0.8,yes
158,Michael Smith,82.0,21.2,6.9,2.7,5.0,54.2,0.0,0.0,0.0,1.5,3.2,48.5,2.1,3.8,5.9,0.8,0.7,0.6,1.3,no
159,Michael Smith,82.0,21.2,6.9,2.7,5.0,54.2,0.0,0.0,0.0,1.5,3.2,48.5,2.1,3.8,5.9,0.8,0.7,0.6,1.3,yes
160,George McCloud,44.0,9.4,2.7,1.0,3.3,31.3,0.3,0.9,32.5,0.3,0.4,78.9,0.3,0.7,1.0,1.0,0.4,0.1,0.8,yes
161,Henry Turner,36.0,8.8,4.3,1.6,3.4,47.5,0.0,0.1,0.0,1.1,1.8,61.5,0.6,0.8,1.4,0.6,0.5,0.2,0.7,no
162,Charles Smith,60.0,8.7,2.9,1.0,2.2,44.4,0.0,0.1,0.0,0.9,1.3,69.7,0.2,0.9,1.2,1.7,0.6,0.1,0.6,yes
163,Charles Smith,60.0,8.7,2.9,1.0,2.2,44.4,0.0,0.1,0.0,0.9,1.3,69.7,0.2,0.9,1.2,1.7,0.6,0.1,0.6,yes
164,Charles Smith,60.0,8.7,2.9,1.0,2.2,44.4,0.0,0.1,0.0,0.9,1.3,69.7,0.2,0.9,1.2,1.7,0.6,0.1,0.6,no
165,Charles Smith,71.0,30.4,16.3,6.1,12.4,49.5,0.0,0.0,0.0,4.0,5.5,72.5,2.4,4.1,6.5,1.5,1.0,1.3,2.1,yes
166,Charles Smith,71.0,30.4,16.3,6.1,12.4,49.5,0.0,0.0,0.0,4.0,5.5,72.5,2.4,4.1,6.5,1.5,1.0,1.3,2.1,yes
167,Charles Smith,71.0,30.4,16.3,6.1,12.4,49.5,0.0,0.0,0.0,4.0,5.5,72.5,2.4,4.1,6.5,1.5,1.0,1.3,2.1,no
168,Charles Smith,34.0,8.6,3.5,1.4,3.7,39.2,0.4,1.4,31.9,0.2,0.3,54.5,0.4,0.4,0.8,0.6,0.3,0.2,0.8,yes
169,Charles Smith,34.0,8.6,3.5,1.4,3.7,39.2,0.4,1.4,31.9,0.2,0.3,54.5,0.4,0.4,0.8,0.6,0.3,0.2,0.8,yes
170,Charles Smith,34.0,8.6,3.5,1.4,3.7,39.2,0.4,1.4,31.9,0.2,0.3,54.5,0.4,0.4,0.8,0.6,0.3,0.2,0.8,no
171,Ed Horton,45.0,8.3,4.5,1.8,3.6,49.4,0.0,0.1,0.0,0.9,1.5,60.9,1.3,1.1,2.4,0.4,0.2,0.1,0.9,no
172,Trey Burke,70.0,32.3,12.8,4.9,12.8,38.0,1.6,4.8,33.0,1.5,1.6,90.3,0.5,2.4,3.0,5.7,0.6,0.1,1.9,no
173,Frank Kornet,57.0,7.7,2.0,0.7,2.0,36.8,0.1,0.4,25.0,0.4,0.7,61.5,0.4,0.8,1.2,0.4,0.3,0.1,0.4,no
174,Doug West,52.0,7.3,2.6,1.0,2.6,39.3,0.1,0.2,27.3,0.5,0.6,81.3,0.5,0.9,1.3,0.3,0.2,0.1,0.6,yes
175,Adrian Caldwell,51.0,6.5,1.9,0.8,1.5,55.3,0.0,0.0,0.0,0.3,0.5,46.4,0.7,1.4,2.1,0.1,0.2,0.3,0.6,yes
176,Kenny Payne,35.0,6.2,3.3,1.3,3.1,43.5,0.1,0.3,40.0,0.5,0.5,88.9,0.3,0.4,0.7,0.3,0.2,0.2,0.6,no
177,Eric Johnson,48.0,5.7,1.1,0.4,1.8,23.8,0.0,0.1,16.7,0.3,0.4,76.5,0.2,0.4,0.6,1.3,0.3,0.0,0.5,no
178,Mike Williams,21.0,4.9,0.7,0.3,0.9,33.3,0.0,0.0,0.0,0.1,0.3,50.0,0.2,0.9,1.1,0.1,0.1,0.3,0.1,no
179,Mike Morrison,36.0,4.3,2.0,0.6,1.9,33.8,0.1,0.2,28.6,0.7,0.8,80.0,0.2,0.4,0.6,0.3,0.1,0.0,0.6,no
180,Nate Johnston,21.0,4.1,2.2,0.9,2.3,37.5,0.0,0.2,25.0,0.4,0.6,69.2,0.6,0.5,1.1,0.0,0.1,0.4,0.3,no
181,Mitch Richmond*,-1.0,34.4,22.0,8.2,17.5,46.8,0.4,1.1,36.7,5.2,6.4,81.0,2.0,3.9,5.9,4.2,1.0,0.2,3.4,yes
182,Willie Anderson,81.0,33.8,18.6,7.9,15.9,49.8,0.0,0.3,19.0,2.8,3.6,77.5,1.9,3.3,5.1,4.6,1.9,0.8,3.2,yes
183,Victor Oladipo,80.0,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4.0,78.0,0.5,3.6,4.1,4.1,1.6,0.5,3.2,no
184,Hersey Hawkins,79.0,32.6,15.1,5.6,12.3,45.5,0.9,2.1,42.8,3.1,3.7,83.1,0.6,2.2,2.8,3.0,1.5,0.5,2.0,yes
185,Kevin Edwards,79.0,29.7,13.8,5.9,14.0,42.5,0.1,0.5,27.0,1.8,2.4,74.6,1.1,2.2,3.3,4.4,1.8,0.3,3.1,yes
186,Grant Long,82.0,29.7,11.9,4.1,8.4,48.6,0.0,0.1,0.0,3.7,5.0,74.9,2.9,3.7,6.7,1.8,1.5,0.6,2.5,yes
187,Rex Chapman,75.0,29.6,16.9,7.0,16.9,41.4,0.8,2.5,31.4,2.1,2.6,79.5,1.0,1.5,2.5,2.3,0.9,0.3,1.5,yes
188,Brian Shaw,82.0,28.1,8.6,3.6,8.4,43.3,0.0,0.2,0.0,1.3,1.6,82.6,1.5,3.1,4.6,5.8,0.9,0.3,2.3,yes
189,Chris Morris,76.0,27.6,14.1,5.4,11.9,45.7,0.8,2.3,36.6,2.4,3.3,71.7,2.5,2.8,5.2,1.6,1.3,0.8,2.5,yes
190,Gary Grant,71.0,27.1,11.9,5.1,11.7,43.5,0.1,0.3,22.7,1.7,2.3,73.5,1.1,2.2,3.4,7.1,2.0,0.1,3.6,yes
191,Vernon Maxwell,79.0,26.1,11.7,4.5,10.5,43.2,0.4,1.6,24.8,2.3,3.1,74.5,0.6,1.9,2.6,3.8,1.1,0.1,2.3,yes
192,Ben McLemore,82.0,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32.0,1.4,1.7,80.4,0.6,2.2,2.9,1.0,0.6,0.2,1.2,no
193,Dan Majerle,54.0,25.1,8.6,3.4,8.0,41.9,0.5,1.5,32.9,1.4,2.4,61.4,1.1,2.7,3.9,2.4,1.2,0.3,0.9,yes
194,Sylvester Gray,55.0,22.2,8.0,3.0,7.2,42.0,0.0,0.1,25.0,1.9,2.8,67.3,2.1,3.1,5.2,2.1,0.7,0.5,1.9,no
195,Ricky Berry,64.0,22.0,11.0,4.0,8.9,45.0,1.0,2.5,40.6,2.0,2.6,78.9,0.9,2.2,3.1,1.3,0.6,0.3,1.3,no
196,Tom Garrick,71.0,21.1,6.4,2.5,5.1,49.0,0.0,0.2,0.0,1.4,1.8,80.3,0.5,1.7,2.2,3.4,1.1,0.1,1.6,no
197,Michael Anderson,36.0,20.3,5.7,2.0,4.9,41.7,0.0,0.2,14.3,1.6,2.3,69.5,1.2,1.3,2.5,4.3,1.2,0.1,2.3,no
198,Michael Anderson,62.0,14.45,5.1,2.0,4.4,44.7,0.0,0.1,0.0,0.95,1.4,70.4,0.7,1.4,4.5,1.0,0.5,0.2,1.0,no
199,Vinny Del Negro,80.0,19.5,7.1,3.0,6.3,47.5,0.1,0.3,30.0,1.1,1.3,85.0,0.6,1.5,2.1,2.6,0.8,0.2,1.0,yes
200,Kelvin Upshaw,62.0,14.45,5.1,2.0,4.4,44.7,0.0,0.1,20.0,0.95,1.4,70.4,0.7,1.4,1.5,3.7,0.5,0.2,1.0,no
201,Derrick Chievous,81.0,19.0,9.3,3.4,7.8,43.7,0.1,0.3,20.8,2.4,3.0,78.3,1.4,1.8,3.2,1.0,0.6,0.1,1.7,no
202,Ledell Eackles,80.0,18.2,11.5,4.0,9.2,43.4,0.1,0.5,22.5,3.4,4.3,78.6,1.3,1.0,2.3,1.5,0.5,0.1,1.6,yes
203,Harvey Grant,71.0,16.8,5.6,2.5,5.5,46.4,0.0,0.0,0.0,0.5,0.8,59.6,1.1,1.2,2.3,1.1,0.5,0.4,0.4,yes
204,Rod Strickland,81.0,16.8,8.9,3.3,7.0,46.7,0.2,0.7,32.2,2.1,2.9,74.5,0.6,1.3,2.0,3.9,1.2,0.0,1.8,yes
205,Scott Brooks,82.0,16.7,5.2,1.9,4.5,42.0,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,3.7,0.8,0.0,0.8,yes
206,Todd Mitchell,24.0,14.7,5.1,1.8,4.0,44.3,0.0,0.0,0.0,1.5,2.7,57.8,0.8,1.3,2.1,0.9,0.7,0.1,1.4,no
207,John Shasky,65.0,14.5,5.5,1.9,3.8,48.8,0.0,0.0,0.0,1.8,2.6,68.9,1.5,2.1,3.6,0.3,0.2,0.2,0.7,no
208,Mark Bryant,56.0,14.3,5.0,2.1,4.4,48.6,0.0,0.0,0.0,0.7,1.2,58.0,1.2,2.0,3.2,0.6,0.4,0.1,0.7,yes
209,Mark Bryant,36.0,7.0,1.6,0.7,1.6,43.1,0.0,0.0,0.0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.1,0.1,0.3,yes
210,Shelton Jones,51.0,13.4,4.8,1.8,4.1,44.5,0.0,0.0,0.0,1.1,1.6,72.5,0.6,1.6,2.2,0.8,0.4,0.3,0.9,no
211,Eric Leckner,75.0,10.4,4.3,1.6,2.9,54.5,0.0,0.0,0.0,1.1,1.5,69.9,0.6,2.0,2.7,0.2,0.1,0.3,0.9,yes
212,Jerome Lane,54.0,10.2,4.8,2.0,4.7,42.6,0.0,0.1,0.0,0.8,2.1,38.4,1.6,2.1,3.7,1.1,0.4,0.1,0.9,yes
213,Tim Perry,62.0,9.9,4.1,1.7,3.2,53.7,0.0,0.1,25.0,0.6,1.0,61.5,1.0,1.1,2.1,0.3,0.3,0.5,0.6,yes
214,Jim Les,82.0,9.5,1.7,0.5,1.6,30.1,0.0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,yes
215,Craig Neal,53.0,9.4,2.2,0.8,2.3,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,2.2,0.5,0.1,1.0,no
216,David Rivers,47.0,9.4,2.9,1.0,2.6,40.2,0.0,0.1,16.7,0.7,0.9,83.3,0.3,0.6,0.9,2.3,0.5,0.2,1.3,no
217,John Starks,36.0,8.8,4.1,1.4,3.5,40.8,0.3,0.7,38.5,0.9,1.4,65.4,0.4,0.7,1.1,0.8,0.6,0.1,1.1,yes
218,Andrew Lang,62.0,8.5,2.6,1.0,1.9,51.3,0.0,0.0,0.0,0.6,1.0,65.0,0.9,1.5,2.4,0.1,0.3,0.8,0.5,yes
219,Bill Jones,37.0,8.3,3.5,1.4,2.8,49.0,0.0,0.0,0.0,0.8,1.2,67.4,0.5,0.7,1.3,0.5,0.5,0.2,0.5,no
220,Charles Shackleford,60.0,8.1,3.1,1.4,2.8,49.4,0.0,0.0,0.0,0.4,0.7,50.0,0.8,1.7,2.6,0.4,0.3,0.3,0.5,yes
221,Morlon Wiley,51.0,8.0,2.2,0.9,2.2,40.4,0.1,0.5,25.0,0.3,0.3,81.3,0.3,0.7,0.9,1.5,0.5,0.1,0.7,yes
222,Randolph Keys,42.0,7.9,4.0,1.8,4.1,43.0,0.0,0.2,10.0,0.5,0.7,69.0,0.5,0.8,1.3,0.5,0.3,0.1,0.5,yes
223,Mark Davis,33.0,7.8,3.8,1.5,3.1,48.0,0.0,0.3,10.0,0.8,1.0,82.4,0.5,0.6,1.1,0.4,0.4,0.1,0.4,yes
224,Mark Davis,33.0,7.8,3.8,1.5,3.1,48.0,0.0,0.3,10.0,0.8,1.0,82.4,0.5,0.6,1.1,0.4,0.4,0.1,0.4,no
225,Mark Davis,-1.0,10.0,3.3,1.0,2.6,36.9,0.1,0.2,30.8,1.3,2.0,63.8,1.0,1.2,2.2,0.8,0.7,0.4,1.2,yes
226,Mark Davis,57.0,10.0,3.3,1.0,2.6,36.9,0.1,0.2,30.8,1.3,2.0,63.8,1.0,1.2,2.2,0.8,0.7,0.4,1.2,no
227,Troy Williams,24.0,17.4,5.3,2.1,5.1,41.8,0.4,1.7,24.4,0.6,1.0,60.0,0.3,1.6,1.8,0.8,1.0,0.4,1.1,no
228,Hollis Thompson,77.0,22.6,6.0,2.2,4.8,46.0,0.9,2.2,40.1,0.7,0.9,71.2,0.9,2.3,3.2,0.9,0.7,0.2,0.8,no
229,Ron Grandison,72.0,7.3,2.5,0.8,2.0,41.5,0.0,0.1,0.0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0.0,0.5,no
230,Micheal Williams,49.0,7.3,2.6,1.0,2.6,36.4,0.0,0.2,22.2,0.6,1.0,66.0,0.2,0.4,0.6,1.4,0.3,0.1,0.9,yes
231,Anthony Frederick,46.0,6.8,3.3,1.4,2.7,50.4,0.0,0.1,40.0,0.5,0.7,70.6,0.6,0.6,1.1,0.4,0.3,0.1,0.7,no
232,Avery Johnson,43.0,6.8,1.6,0.7,1.9,34.9,0.0,0.2,11.1,0.2,0.4,56.3,0.3,0.3,0.6,1.7,0.5,0.1,0.4,yes
233,Everette Stephens,35.0,6.0,1.9,0.7,2.1,31.9,0.1,0.3,20.0,0.5,0.6,77.3,0.3,0.3,0.7,1.1,0.3,0.1,0.8,no
234,Jack Haley,51.0,5.7,2.2,0.7,1.5,47.4,0.0,0.0,0.0,0.7,0.9,78.3,0.4,1.0,1.4,0.2,0.2,0.0,0.5,yes
235,Duane Ferrell,41.0,5.6,2.4,0.9,2.0,42.2,0.0,0.0,0.0,0.7,1.1,68.2,0.5,0.5,1.0,0.2,0.2,0.1,0.3,yes
236,Mark Jackson,82.0,39.6,13.6,5.3,12.4,43.2,0.4,1.5,25.4,2.5,3.2,77.4,1.5,3.4,4.8,10.6,2.5,0.1,3.1,yes
237,Kenny Smith,61.0,35.6,13.8,5.4,11.4,47.7,0.2,0.6,30.8,2.7,3.3,81.9,0.7,1.6,2.3,7.1,1.5,0.1,3.0,yes
238,Nate Wolters,58.0,22.6,7.2,2.9,6.7,43.7,0.3,1.1,29.0,1.0,1.6,65.6,0.6,2.0,2.6,3.2,0.6,0.3,1.0,no
239,Armen Gilliam,55.0,32.9,14.8,6.2,13.1,47.5,0.0,0.0,0.0,2.4,3.5,67.9,2.4,5.5,7.9,1.3,1.1,0.5,2.2,yes
240,Winston Garland,67.0,31.7,12.4,5.1,11.6,43.9,0.2,0.6,33.3,2.1,2.3,87.9,1.0,2.4,3.4,6.4,1.7,0.1,2.5,yes
241,Joe Wolf,42.0,27.1,7.6,3.2,8.0,40.7,0.1,0.4,20.0,1.1,1.3,83.3,1.2,3.2,4.5,2.3,0.9,0.4,1.8,yes
242,Reggie Williams,35.0,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,yes
243,Reggie Williams,35.0,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,yes
244,Greg Anderson,82.0,24.2,11.7,4.6,9.2,50.1,0.0,0.1,20.0,2.4,4.0,60.4,2.0,4.3,6.3,1.0,0.7,1.5,1.7,yes
245,Kevin Johnson,80.0,24.0,9.2,3.4,7.5,46.1,0.1,0.3,20.8,2.2,2.6,83.9,0.5,1.9,2.4,5.5,1.3,0.3,1.8,yes
246,Horace Grant,81.0,22.6,7.7,3.1,6.3,50.1,0.0,0.0,0.0,1.4,2.2,62.6,1.9,3.6,5.5,1.1,0.6,0.7,1.1,yes
247,Reggie Miller*,82.0,22.4,10.0,3.7,7.6,48.8,0.7,2.1,35.5,1.8,2.3,80.1,1.2,1.2,2.3,1.6,0.7,0.2,1.2,yes
248,Dennis Hopson,-1.0,22.4,9.6,3.6,9.0,40.4,0.2,0.7,26.7,2.1,2.9,74.0,1.0,1.3,2.3,1.9,0.9,0.4,1.9,yes
249,Ken Norman,66.0,21.7,8.6,3.7,7.6,48.2,0.0,0.2,0.0,1.3,2.6,51.2,1.5,2.5,4.0,1.2,0.7,0.5,1.6,yes
250,Ryan Kelly,59.0,22.2,8.0,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,1.6,0.5,0.8,0.8,no
251,Scottie Pippen*,79.0,20.9,7.9,3.3,7.1,46.3,0.1,0.3,17.4,1.3,2.2,57.6,1.5,2.3,3.8,2.1,1.1,0.7,1.7,yes
252,Derrick McKey,82.0,20.8,8.5,3.1,6.3,49.1,0.1,0.4,36.7,2.1,2.7,77.2,1.4,2.6,4.0,1.3,0.8,0.8,1.3,yes
253,Muggsy Bogues,79.0,20.6,5.0,2.1,5.4,39.0,0.0,0.2,18.8,0.7,0.9,78.4,0.4,1.3,1.7,5.1,1.6,0.0,1.3,yes
254,Tellis Frank,78.0,20.5,8.1,3.1,7.2,42.8,0.0,0.0,0.0,1.9,2.7,72.5,1.2,3.0,4.2,1.4,0.7,0.3,1.4,yes
255,Ricky Wilson,24.0,17.5,5.2,1.8,4.6,39.1,0.4,1.1,38.5,1.2,1.7,72.5,0.1,1.0,1.1,2.9,1.0,0.1,1.0,no
256,Dave Hoppen,39.0,16.5,5.7,2.2,4.7,45.9,0.0,0.0,0.0,1.4,1.6,87.1,1.5,3.0,4.5,0.8,0.3,0.1,0.9,yes
257,Dallas Comegys,75.0,15.0,5.6,2.1,4.8,43.0,0.0,0.0,0.0,1.4,2.0,70.7,0.7,2.2,2.9,0.9,0.5,0.9,1.6,no
258,Mark Acres,79.0,14.6,3.6,1.4,2.6,53.2,0.0,0.0,0.0,0.9,1.4,64.0,1.3,2.1,3.4,0.5,0.4,0.3,0.7,yes
259,Michael Jackson,58.0,13.1,2.7,1.1,2.9,37.4,0.1,0.4,24.0,0.4,0.6,71.9,0.3,0.7,1.0,3.1,0.3,0.1,1.0,no
260,Tony White,49.0,11.9,5.3,2.3,5.1,44.6,0.0,0.1,0.0,0.8,1.1,72.2,0.2,0.4,0.6,1.2,0.4,0.0,1.0,no
261,Brad Lohaus,70.0,10.3,4.2,1.7,3.5,49.6,0.0,0.2,23.1,0.7,0.9,80.6,0.7,1.3,2.0,0.7,0.3,0.6,0.8,yes
262,Milt Wagner,40.0,9.5,3.8,1.6,3.7,42.2,0.1,0.3,20.0,0.7,0.7,89.7,0.1,0.6,0.7,1.5,0.1,0.1,0.6,no
263,Chris Dudley,55.0,9.3,3.1,1.2,2.5,47.4,0.0,0.0,0.0,0.7,1.3,56.3,1.3,1.3,2.6,0.4,0.2,0.3,0.6,yes
264,Clinton Wheeler,59.0,8.7,2.5,1.1,2.2,47.0,0.0,0.0,0.0,0.4,0.6,73.5,0.3,0.4,0.7,1.7,0.6,0.0,0.9,no
265,Billy Donovan,44.0,8.3,2.4,1.0,2.5,40.4,0.0,0.2,0.0,0.4,0.5,81.0,0.1,0.5,0.6,2.0,0.4,0.0,0.9,no
266,Reggie Lewis,49.0,8.3,4.5,1.8,3.9,46.6,0.0,0.1,0.0,0.8,1.2,70.2,0.6,0.7,1.3,0.5,0.3,0.3,0.6,yes
267,Martin Nessley,44.0,7.6,1.1,0.5,1.2,38.5,0.0,0.0,0.0,0.2,0.4,44.4,0.5,1.3,1.9,0.4,0.2,0.3,0.5,no
268,John Stroeder,41.0,6.6,1.9,0.7,1.9,36.7,0.0,0.0,0.0,0.5,0.7,66.7,0.6,1.1,1.7,0.5,0.1,0.3,0.6,no
269,Bart Kofoed,36.0,6.3,1.3,0.5,1.3,37.5,0.1,0.2,28.6,0.2,0.4,61.5,0.1,0.3,0.4,0.6,0.2,0.0,0.5,yes
270,Ray McCallum,45.0,19.9,6.2,2.5,6.7,37.7,0.5,1.3,37.3,0.7,1.0,74.4,0.4,1.4,1.8,2.7,0.5,0.2,0.9,no
271,Ralph Lewis,50.0,6.2,1.7,0.5,1.7,31.0,0.0,0.0,0.0,0.6,1.0,60.4,0.3,0.7,1.0,0.3,0.3,0.1,0.4,no
272,Ron Harper,82.0,37.4,22.9,9.0,19.7,45.5,0.2,1.1,21.3,4.7,6.9,68.4,2.1,2.7,4.8,4.8,2.5,1.0,4.2,yes
273,Chuck Person,82.0,36.0,18.8,7.7,16.6,46.8,0.6,1.7,35.5,2.7,3.6,74.7,2.0,6.2,8.3,3.6,1.1,0.2,2.6,yes
274,Hot Rod Williams,80.0,33.9,14.6,5.4,11.2,48.5,0.0,0.0,0.0,3.7,5.0,74.5,2.8,5.1,7.9,1.9,0.7,2.1,1.7,yes
275,Brad Daugherty,80.0,33.7,15.7,6.1,11.3,53.8,0.0,0.0,0.0,3.5,5.0,69.6,1.9,6.2,8.1,3.8,0.6,0.8,3.1,yes
276,Nate McMillan,71.0,27.8,5.3,2.0,4.2,47.5,0.0,0.1,0.0,1.2,2.0,61.7,1.4,3.2,4.7,8.2,1.8,0.6,2.2,yes
277,Kenny Walker,68.0,25.3,10.4,4.2,8.5,49.1,0.0,0.1,0.0,2.1,2.7,75.7,1.7,3.2,5.0,1.1,0.7,0.7,1.1,yes
278,Walter Berry,63.0,25.2,15.9,6.5,12.2,53.1,0.0,0.0,0.0,3.0,4.6,64.9,2.2,2.7,4.9,1.7,0.6,0.6,2.4,no
279,John Williams,-1.0,22.7,9.2,3.6,8.0,45.4,0.1,0.5,22.2,1.8,2.9,64.6,1.7,3.0,4.7,2.4,1.6,0.4,1.6,yes
280,Kentavious Caldwell-Pope,80.0,19.8,5.9,2.3,5.8,39.6,0.7,2.3,31.9,0.6,0.8,77.0,0.5,1.5,2.0,0.7,0.9,0.1,0.3,no
281,Brad Sellers,80.0,21.9,8.5,3.5,7.6,45.5,0.0,0.1,20.0,1.6,2.2,72.8,1.9,2.7,4.7,1.3,0.6,0.8,1.1,yes
282,David Wingate,77.0,20.9,8.8,3.4,7.8,43.0,0.2,0.7,25.0,1.9,2.6,74.1,0.9,1.1,2.0,2.0,1.2,0.3,1.7,yes
283,Johnny Dawkins,81.0,20.8,10.3,4.1,9.4,43.7,0.2,0.6,29.8,1.9,2.4,80.1,0.7,1.4,2.1,3.6,0.8,0.0,1.5,yes
284,William Bedford,50.0,19.6,6.7,2.8,7.2,39.7,0.0,0.0,0.0,1.0,1.7,58.1,1.6,3.3,4.9,1.1,0.4,0.7,1.7,yes
285,Jeff Hornacek,80.0,19.5,5.3,2.0,4.4,45.4,0.2,0.5,27.9,1.2,1.5,77.7,0.5,1.8,2.3,4.5,0.9,0.1,1.9,yes
286,Roy Tarpley,75.0,18.7,7.5,3.1,6.7,46.7,0.0,0.0,33.3,1.3,1.9,67.6,2.4,4.7,7.1,0.7,0.8,1.1,1.4,yes
287,Mark Price,67.0,18.2,6.9,2.6,6.3,40.8,0.3,1.0,32.9,1.4,1.7,83.3,0.5,1.3,1.7,3.0,0.6,0.1,1.6,yes
288,John Salley,82.0,17.8,5.3,2.0,3.5,56.2,0.0,0.0,0.0,1.3,2.1,61.4,1.3,2.3,3.6,0.7,0.5,1.5,0.9,yes
289,Mark Alarie,64.0,17.3,7.9,3.4,6.9,49.0,0.0,0.1,22.2,1.0,1.6,66.3,1.1,2.2,3.3,1.2,0.3,0.4,0.9,yes
290,Ben Coleman,68.0,15.1,6.6,2.7,4.6,58.1,0.0,0.0,0.0,1.3,1.8,72.7,1.5,2.8,4.2,0.5,0.5,0.5,1.4,yes
291,Dennis Rodman*,77.0,15.0,6.5,2.8,5.1,54.5,0.0,0.0,0.0,1.0,1.6,58.7,2.1,2.2,4.3,0.7,0.5,0.6,1.2,yes
292,Larry Krystkowiak,68.0,14.8,6.6,2.5,5.5,45.6,0.0,0.2,8.3,1.6,2.2,74.3,1.1,2.4,3.5,1.3,0.3,0.2,1.0,yes
293,Kenny Gattison,77.0,14.3,5.2,1.9,4.0,47.6,0.0,0.0,0.0,1.4,2.2,63.2,1.1,2.4,3.5,0.5,0.3,0.4,1.1,yes
294,Tim Kempton,66.0,14.2,4.4,1.5,3.1,47.1,0.0,0.0,0.0,1.4,2.1,69.3,1.1,1.9,2.9,0.8,0.6,0.2,0.7,yes
295,Harold Pressley,67.0,13.6,4.6,2.0,4.7,42.3,0.1,0.4,25.0,0.5,0.7,72.9,1.0,1.6,2.6,1.8,0.6,0.3,0.9,no
296,Kevin Duckworth,65.0,13.5,5.4,2.0,4.2,47.6,0.0,0.0,0.0,1.4,2.1,68.7,1.2,2.3,3.4,0.4,0.3,0.3,1.2,yes
297,Anthony Jones,65.0,13.2,5.0,2.0,5.0,41.3,0.1,0.3,35.0,0.8,1.0,76.9,0.6,1.0,1.6,1.1,0.7,0.3,0.8,no
298,Mike Brown,62.0,13.2,4.2,1.7,3.2,52.7,0.0,0.0,0.0,0.7,1.2,63.9,1.1,2.3,3.5,0.4,0.3,0.1,0.9,yes
299,Grant Gondrezick,64.0,13.1,5.5,2.1,4.7,45.0,0.1,0.3,23.5,1.2,1.7,70.1,0.7,1.0,1.7,1.3,0.4,0.1,0.9,no
300,Billy Thompson,59.0,12.9,5.6,2.4,4.4,54.4,0.0,0.0,0.0,0.8,1.3,64.9,1.2,1.7,2.9,1.0,0.3,0.5,1.0,yes
301,Mason Plumlee,70.0,18.2,7.4,2.8,4.3,65.9,0.0,0.0,0.0,1.7,2.8,62.6,1.4,3.0,4.4,0.9,0.7,0.8,1.1,no
302,Rafael Addison,62.0,11.5,5.8,2.4,5.3,44.1,0.3,0.8,32.0,0.8,1.0,79.7,0.7,1.0,1.7,0.7,0.4,0.1,0.9,yes
303,Chris Washburn,35.0,11.0,3.8,1.6,4.1,39.3,0.0,0.0,0.0,0.5,1.5,35.3,1.0,1.9,2.9,0.5,0.2,0.2,1.1,no
304,Keith Smith,42.0,11.0,3.3,1.4,3.6,38.0,0.1,0.2,33.3,0.5,0.7,75.0,0.3,0.5,0.8,1.0,0.6,0.1,0.7,no
305,Johnny Newman,59.0,10.7,5.0,1.9,4.7,41.1,0.0,0.4,4.5,1.1,1.3,86.8,0.6,0.6,1.2,0.5,0.3,0.1,0.8,yes
306,Johnny Rogers,45.0,10.4,4.2,2.0,4.1,48.6,0.0,0.1,0.0,0.2,0.3,60.0,0.7,1.0,1.7,0.6,0.2,0.2,0.4,no
307,Dell Curry,67.0,9.5,4.9,2.1,4.9,42.6,0.3,0.9,28.3,0.4,0.6,78.9,0.4,0.7,1.2,0.9,0.4,0.1,0.7,yes
308,Buck Johnson,60.0,8.7,3.8,1.6,3.4,46.8,0.0,0.0,0.0,0.7,1.0,69.0,0.6,0.8,1.5,0.7,0.3,0.3,0.6,yes
309,Clinton Smith,41.0,8.3,3.1,1.2,2.9,42.7,0.0,0.0,0.0,0.7,0.9,75.0,0.6,0.7,1.4,1.1,0.3,0.0,0.6,no
310,Dave Feitl,62.0,8.0,3.7,1.4,3.3,43.6,0.0,0.0,0.0,0.9,1.1,74.6,0.6,1.3,1.9,0.4,0.1,0.1,0.6,yes
311,Bob Martin,43.0,6.7,3.4,1.2,3.1,37.8,0.1,0.3,20.0,1.0,1.5,63.6,0.3,0.7,1.0,0.8,0.3,0.1,0.8,no
312,Bob Martin,53.0,10.1,2.1,0.8,1.7,45.5,0.0,0.0,0.0,0.6,1.0,60.8,0.7,1.5,2.2,0.3,0.1,0.6,0.6,no
